FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
314.5	Posterior horn	Cornu occipitale (posterius)	 Part of the lateral ventricle that extends into the occipital lobe. A //	FMA83700:Occipital horn of lateral ventricle
314.6	Inferior horn	Cornu temporale (inferius)	 Part of the lateral ventricle that accompanies the hippocampus laterally and contains a part of the choroid plexus. A //	FMA83701:Temporal horn of lateral ventricle
314.7	Stria terminalis		 Longitudinal band of myelinated fibers located in the angle between the thalamus and caudate nucleus above the thalamostriate vein. It arises from the amygdaloid body. B //.	FMA61974:Stria terminalis
314.8	Lamina affixa		 Floor of lateral ventricle between the stria terminalis and tenia choroidea. B //	FMA83709:Lamina affixa
314.10	Tenia choroidea	Taenia choroidea	 Line of attachment of the lateral choroid plexus to the thalamus. It becomes visible after removal of the choroid plexus. B //.	FMA83710:Tenia choroidea of lateral ventricle
314.12	Bulb of posterior horn	Bulbus cornus occipitalis (posterioris)	 Enlargement on the medial side of the posterior horn caused by fibers of the splenium of the corpus callosum. C //	FMA83699:Bulb of occipital horn of lateral ventricle
314.13	Calcar avis		 Enlargement on the medial side of the posterior horn produced by the calcarine fissure. C //	FMA78438:Calcarine spur
314.15	Collateral trigone	Trigonum collaterale	 Broadened triangular area near the beginning of the collateral eminence at the border between the inferior and posterior horns. C //	FMA83702:Collateral trigone of lateral ventricle
314.16	Hippocampus		 Enlongated elevation in the inferior horn formed by the hippocampal sulcus. It is a specifically structured part of the rhinencephalon. C //.	FMA62493:Hippocampus
314.17	Pes		 Foot like elevation at the anterior end of the hippocampus. C //	FMA84032:Set of hippocampal digitations
314.18	Alveus		 Thin layer of white matter on the hippocampus. C //	FMA83867:Alveus of hippocampus
314.19	Fimbria		 Bundleofwhitefibersemanatingfrom the alveus and passing medially and upward on the hippocampus to continue into the fornix as its crus. C //	FMA83866:Fimbria of hippocampus
314.20	Archicortex (archipallium)	Archaecortex	 Phylogenetically speaking, this is an older part of the cerebral cortex. Unlike the neocortex, it has three instead of six layers and is formed by the hippocampus and dentate gyrus. //.	FMA62424:Archicortex
314.22	Neocortex		 The largest part of the cerebral cortex comprised of six layers. //	FMA62429:Neocortex
314.22a	Mesocortex		 Incompletely differentiated zone in the region of the insular cortex with visceral functions; //	FMA84039:Mesocortex
316.3	Molecular (plexiform) layer	1st layer	 Lamina molecularis (plexiformis). It contains a few tangential cells and a thick network of tangential fibers from dendrites of pyramidal cells and axons of other cells. None of its projections extend beyond the cerebral cortex. A //	FMA242259:Plexiform layer of cerebral cortex
316.4	External granular layer	2nd layer	 Lamina granularis externa. A layer of small cells in a fine fiber network. A //.	FMA242264:External granular layer of cerebral cortex
316.5	External pyramidal layer (pyramidal cell layer)	3rd layer	 Lamina pyramidalis externa. It contains medium-sized pyramidal cells which do not form long tracts. A //.	FMA242283:External pyramidal layer of cerebral cortex
316.6	Internal granular layer	4th layer	 Lamina granularis interna. It consists predominantly of closely packed stellate cells and receives impulses primarily from thalamocortical fibers. Its stria is comprised of densely stratified tangential fibers. A //	FMA242298:Internal granular layer of cerebral cortex
316.7	Internal pyramidal (ganglionic) layer	5th layer	 Lamina pyramidalis interna (ganglionaris). It contains larger pyramidal cells and is the exit of the corticonuclear and corticospinal tracts in the corresponding regions of areas 4 and 6. A //.	FMA242313:Internal pyramidal layer of cerebral cortex
316.8	Multiform (fusiform) layer	6th layer	 Lamina multiformis. Poorly defined layer made up of many, mostly small, fusiform cells extending into the white matter. A //.	FMA242333:Multiform layer of cerebral cortex
316.9	Tangential fibers	Neurofibrae tangentiales	 Superficial fiber complex comprised of the following four layers. //	FMA83855:Stria of neocortex
316.10	Stria of molecular layer	Stria laminae molecularis (plexiformis)	 Band of tangential fibers in the 1st layer of the cerebral cortex. A //	FMA77807:Stria of molecular layer of neocortex
316.11	Stria of external granular layer	Strialaminae granularis externa	 Thinner band of tangential fibers in the 2nd layer of the cerebral cortex. A //	FMA77806:Stria of external granular layer of neocortex
316.12	Stria of internal granular layer	Stria laminae granularis interna	 Band of tangential fibers in the 4th layer of the cerebral cortex outer stripe of Baillarger. A //	FMA77808:Stria of internal granular layer of neocortex
316.13	Stria of internal pyramidal layer	Stria laminae pyramidalis interna (ganglionaris)	 Band of tangential fibers in the 5th layer of the cerebral cortex inner stripe of Baillarger. A //	FMA77809:Stria of internal pyramidal layer of neocortex
316.18	Uncinate fasciculus	Fasciculus uncinatus	 Association fibers connecting the inferior surface of the frontal lobe and the anterior part of the temporal lobe. E //	FMA77636:Uncinate fasciculus
316.20	Basal nuclei	Nuclei basales	 Basal ganglion.//	FMA61887:Basal nucleus of telencephalon
316.21	Corpus striatum		 The striate body, which is comprised of basal ganglia (caudate nucleus and putamen) united by bundles of gray matter. Central synaptic station of the extrapyramidal system. D //.	FMA77616:Corpus striatum
316.27	Putamen		 Lateral, telencephalic portion of the lentiform nucleus. B //	FMA61834:Putamen
316.30	Medial medullary lamina	Lamina medullaris medialis	 Medullary layer between the medial and lateral parts of the globus pallidus. B //	FMA62079:Internal medullary lamina
316.32	Claustrum		 Layer of gray matter between the lentiform nucleus and the insular cortex. B //	FMA67440:Claustrum
318.3	Basolateral part	Pars basolateralis	 In humans, it contains the largest group of nuclei of the amygdala complex. It receives no olfactory fibers but has projections to the hypothalamus, hippocampus and other parts of the brain, as well as with the stria terminalis. D //.	FMA84016:Set of basolateral nuclei of amygdala
318.4	Corticomedial part	Pars corticomedialis [olfactoria]	 Smaller superomedially directed group of nuclei that receives fibers from the olfactory tract and is involved in the formation of the stria terminalis. D //	FMA84015:Set of corticomedial nuclei of amygdala
318.7	Internal capsule	Capsula interna	 Very important conduction band lying medial to the lentiform nucleus and lateral to the thalamus and caudate nucleus. A //	FMA61950:Internal capsule
318.9	Anterior thalamic radiations	Radiationes thalamicae anteriores	 It contains fibers that connect the frontal lobe and the medial nucleus of the thalamus, as well as the anterior nucleus of the thalamus and the anterior region of the cingulate gyrus. B //	FMA76976:Anterior radiation of thalamus
318.10	Frontopontine tract	Tractus frontopontinus	 Fibers extending from the frontal lobe to the nuclei of the pons. B //	FMA75223:Set of frontopontine fibers
318.12	Corticonuclear tract	Tractus corticonuclearis	 Part of the pyramidal tract passing into the motor nuclei of the cranial nerves. B //	FMA75222:Set of corticonuclear fibers
318.14	Thalamolentiform part	Pars thalamolentiformis	 Portion of the posterior limb of the internal capsule that extends up to the posterior margin of the lentiform nucleus. B //	FMA61956:Lenticulothalamic part of internal capsule
318.20	Central thalamic radiations	Radiationes thalamicae centrales	 Nerve fibers that radiate from the superior portion of the cerebral cortex to the thalamus. B .302.2.21.Sublentiform part	FMA76978:Central radiation of thalamus
318.26	Retrolentiform part	Pars retrolentiformis	 Portion of internal capsule situated occipital to the lentiform nucleus. A B //	FMA61957:Retrolenticular part of internal capsule
318.27	Posterior thalamic radiations	Radiationes thalamicae posteriores	 B //.	FMA76982:Posterior radiation of thalamus
318.29	Corona radiata		 Fibers of the internal capsule radiating fanlike in all directions toward the cerebral cortex. A //	FMA18661:Corona radiata
318.30	Anterior commissure	Commisura anterior	 It lies in front of the column of the fornix and is readily visible in the anterior wall of the third ventricle. A C //	FMA61961:Anterior commissure
318.32	Posterior part	Pars posterior	 Larger portion of anterior commisure that connects the two temporal lobes. C //	FMA61964:Posterior part of anterior commissure
318.33	Association neurofibers	Neurofibrae associationes	 Association fibers connecting adjacent or distant parts of the same side of the cerebrum. They form some of the above-named tracts, e. g., .cingulum, superior longitudinal fasciculus, etc. //	FMA75241:Set of association fibers of telencephalon
318.34	Commissural neurofibers	Neurofibrae commissurales	 They connect equivalent structures of contralateral hemispheres. //	FMA75249:Set of commissural fibers of telencephalon
318.35	Projecting neurofibers	Neurofibrae projectiones	 They form the longer tracts, e. g., pyramidal tract, optic and acoustic radiations, thalamic radiation. //	FMA260749:Set of cerebral projection nerve fasciculi
320.6	Superior ramus (division)	Ramus superior	 Superior branch for the superior rectus and levator palpebrae superioris muscles. B //	FMA52572:Superior branch of oculomotor nerve
320.7	Inferior ramus (division)	Ramus inferior	 Inferior branch for the medial and inferior recti and inferior oblique muscles. B //	FMA52573:Inferior branch of oculomotor nerve
320.9	Parasympathetic (motor) root	Radix parasympathetica (oculomotoria)	 Branch of the oculomotor nerve with preganglionic, parasympathetic fibers projecting to the ciliary ganglion. B //	FMA52578:Nerve to ciliary ganglion
320.10	Short ciliary nerves	Nervi	. Several (up to 20) nerves penetrating the sclera above and below the optic nerve and carrying postganglionic, parasympathetic and sympathetic fibers. B //.	FMA75474:Set of short ciliary nerves
320.11	Sympathetic root	Radix sympathetica	 Fine, postganglionic fiber tract from the internal carotid plexus with no synapses in the ciliary ganglion. B //	FMA67548:Sympathetic root of ciliary ganglion
320.12	Sensory root	Radix sensoria (nasociliaris)	 Fine, long connection with afferent fibers to the nasociliary nerve. B //	FMA52672:Communicating branch of nasociliary nerve with ciliary ganglion
320.15	TRIGEMINAL NERVE (V)	Nervus trigeminus [V]	 Fifth cranial nerve (nerve of the 1st pharyngeal arch). Nerve that exits laterally from the pons with two groups of fibers, supplies the masticatory muscles and provides sensory innervation to the face. B C //.	FMA50866:Trigeminal nerve
320.16	Sensory root of trigeminal nerve	Radix sensoria [portio major]	 Sensory part which exits from the pons caudally and enters the trigeminal ganglion. C //	FMA52611:Sensory root of trigeminal nerve
320.18	Motor root	Radix motoria [portio minor]	 Motor portion of trigeminal nerve for innervation of the masticatory muscles. It is situated cranially at the exit of the trigeminal nerve and below the trigeminal ganglion. C //.	FMA52612:Motor root of trigeminal nerve
320.22	Communicating ramus with zygomatic nerve	Ramus communicans [cum	 n. zygomatico]. Connection to the zygomatic nerve with autonomic fibers extending from the pterygopalatine ganglion to the lacrimal gland. C //	FMA52633:Communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve
320.25	Lateral branch	Ramus lateralis	 It passes through the supra-orbital notch. C //	FMA52660:Lateral branch of supra-orbital nerve
320.26	Medial branch	Ramus medialis	 It passes medially through the frontal notch. C //	FMA52659:Medial branch of supra-orbital nerve
322.3	Long ciliary nerves	Nervi	. Two long, fine twigs with sympathetic fibers supplying the dilatator pupillae muscle and afferent fibers from the iris, ciliary body and cornea. A //.	FMA75451:Set of long ciliary nerves
322.6	Nasal branches of anterior ethmoidal nerve	Rami nasales [n	 ethmoidalis anterior]. Collective term for the following four branches of the anterior ethmoidal nerve. // .	none
